brand,model,version,year,segment,comment,label
vinfast,vf 6,plus,2025,suv,cứu_hộ giở_số,negative
nissan,almera,,2025,sedan,lăn bánh 600 tr 50 tr mua vf6 plus,negative
mg,5,luxury,2025,sedan,tầm giá chạy dv mẫu_mã ngoại_hình nhỉnh accent chê màn hơi lag chạy dv,neutral
kia,seltos,,2024,suv,tuyệt_vời chốt,positive
byd,sealion 6,,2025,suv,seal chất_lượng ổn úc review xe treo cực_kỳ bồng_bền giá thái ok việt_nam cắt tùm_lum giá ổn cộng thái_độ hàng byd việt_nam mẫu thất_bại,negative
mitsubishi,attrage,cvt,2025,sedan,gầm 170 mm ổ_gà nhẹ_nhàng sợ cạ_gầm city,positive
vinfast,vf 6,,2024,suv,dải led chữ v kéo_dài đẹp thiết_kế kiểu xe mazda đẹp,negative
toyota,yaris cross,máy xăng,2024,suv,chê tầm tiền thể_hiện kỳ_vọng,positive
vinfast,vf 6,eco,2025,suv,kinh_nghiệm vin tui mua xe chờ mua giá_sẻ liên_tục xe xăng dòng lux xe_điện đợt dòng,neutral
vinfast,vf 6,,2024,suv,cắt gương_chỉnh điện tự_nhiên phèn ngang,negative
byd,seal 5,dm-i,2025,sedan,động_cơ xăng 5 l mã_lực điện chạy xăng động_cơ yếu sealion xăng chạy sạc động_cơ điện đi sướng tầm_giá xe_điện đi sướng xe xăng,positive
vinfast,vf 6,eco,2025,suv,giá xe xe rẻ cắt options vf6 plus cắt ghế chỉnh_điện phụ cắt hệ_thống mát_ghế cắt cảm_biến hông đằng xe nắm hộc điện_thoại cắt rẻ,negative
vinfast,vf 6,eco,2025,suv,độ hoàn_thiện kém trải_nghiệm hợp vf8 vf9 ổn xe tàu chỉn_chu,negative
nissan,kicks,e-powers,2025,suv,ế tự_tin bảo_thủ nissan ế sunny đầu định_giá có_lẽ xe chạy đường,negative
skoda,kushaq,style,2025,suv,thuế nhập_âu mua volkswagen nhập_khẩu gấp thuế nhập mua xe châu_âu lắp_ráp phát_triển mua xe nhập thuế nhập mercedes lắp_ráp xe nhập_khẩu,negative
toyota,vios,,2025,sedan,xe ô_tô chạy dịch_vụ lắm taxi thành_công chào sếp,positive
mazda,2,,2024,sedan,madza at thay calang calang xau,negative
geely,coolray,flagship,2025,suv,hãng xe tàu lương lắm đường lưỡi bò kẻo tham tiền lưỡi bò,negative
vinfast,vf 6,,2024,suv,xe hồ cẩm_đào đi đem ve_chai kênh uy_tín_vãi lồn,negative
nissan,almera,,2025,sedan,phê city,positive
honda,city,1.5 rs,2024,sedan,chạy sướng focus,positive
kia,seltos,facelift,2024,suv,ngáo gia sonet luxury premium hàng,negative
geely,coolray,flagship,2025,suv,option chìa khóa thông_minh,positive
toyota,vios,,2025,sedan,giá thân_vỏ vinfast máy_móc toyota máy_móc toyota bền_lành tin_cậy thân_vỏ vô_cùng chán việt_nam tí vinfast xe hãng giảm_giá xe nhật tôn_trọng việt_nam tội mấy xe toyota ho mỹ chính_thức việt_nam runner tỉ cố,negative
vinfast,vf 6,,2024,suv,giá tiền,negative
omoda,c5,,2024,suv,nội_thất mê,positive
mg,5,std,2024,sedan,sợ chất_lượng thép khung gầm rỉ sét,negative
toyota,vios,,2025,sedan,vf6 eco,negative
toyota,corolla cross,v,2024,suv,mâm cũ cũ ghê mâm đẹp,negative
haval,jolian,,2025,suv,vote jolion,positive
skoda,kushaq,style,2025,suv,50 tr bán_chạy,negative
skoda,kushaq,style,2025,suv,giá hợp_lý quảng_cáo khen giá đắt ế,negative
vinfast,vf 6,plus,2025,suv,mẫu xe vf có_giá hời trang_bị mẫu xe hợp anh_em mẫu xe giá rẻ option thiết_kế đẹp ổn gia_đình trẻ,positive
geely,coolray,flagship,2025,suv,xăng veneu chak xăng phân,negative
nissan,kicks,e-powers,2025,suv,đẹp điên,positive
mazda,cx-3,1.5 at,2025,suv,giá hợp_lý đi ngon dáng 1 m65 đi người_nhà đi mazda_vời cx3,positive
hyundai,accent,,2024,sedan,cũ đẹp đẹp,positive
vinfast,vf 6,,2024,suv,âm_vf6 vf8_kém bố vin_nô cãi âm_everest vf8,negative
hyundai,accent,,2024,sedan,lắng_nghe lẹ ok chi_tiết ổn thôg_cảm chừa fix bản_kế doanh_số ồ_phát chuẩn_chỉnh đẩy giá ô_tô xe_máy dở cố_tình,neutral
nissan,almera,,2024,sedan,vợ_chồng chốt vãi_lồn vid xx xe phổ_thông thật_sư chê đầu mua xe cảm_giác lái_xe vợ_con vi_vu thời_tiết mưa_phùn miền bắc dễ_chịu vô_cùng kenz chúc team khỏe,positive
geely,coolray,flagship,2025,suv,xe cửa_gió hòa lạnh sâu nóng_bức mùa hè miền bắc việt chạy xforce máy_yếu hòa mát sâu tiết_kiệm xăng chạy xe trung_quốc chạy xăng mua xe cỏ,negative
skoda,slavia,ambiton,2025,sedan,máy xi_lanh reviewer né khuyết_điểm coi clip chạy máy_gào ồn,negative
skoda,slavia,ambiton,2025,sedan,độ gầm ngang cuv lun,positive
geely,coolray,flagship,2025,suv,xe tàu chất_lượng âu,positive
hyundai,accent,,2024,sedan,chạy_đua mốt mốt xấu,negative
mitsubishi,xforce,ultimate,2024,suv,chức_năng tự_cụp pha xe đom đóm đèn nguy_hiểm,negative
nissan,almera,,2024,sedan,đẹp nha anh_em phiên_bản già đẹp,positive
toyota,yaris cross,máy xăng,2024,suv,tiếng daihatsu chuyên xe phân_khúc hạng b nhật gia_công sản_xuất mấy mazda subaru phân_khúc hạng b đâm_đụng bẹp chẳng daihatsu phân_khúc b hãng lái_xe cố_gắng an_toàn hệ_thống an_toàn toyota mẫu thiết_kế thiết_kế đẹp mấy hyundai chẳng_hạn veloz đẹp stargazer yaris cross đẹp creta máy_lạnh mát mấy xe hàn âm chê thùng tôn ồn honda động_cơ mã_lực tương_đương mitsu lái_bóc khỏe mitsu mua bình_luận vui sai rep,positive
omoda,c5,,2024,suv,yên ngựa ghiền nhập hãng tàu đi mua gầm thay city,positive
skoda,slavia,ambiton,2025,sedan,xe đẹp thiết_kế hẳn xe nhật toy honda suzuki,positive
geely,coolray,flagship,2025,suv,động_cơ rung lắc,positive
toyota,corolla cross,v,2024,suv,hệ_thống treo nâng_cấp bậc ngon phân_khúc,neutral
vinfast,vf 6,,2024,suv,vin mấy vf5 vf6 thiết_kế đẹp xe xăng mua,positive
haval,jolian,,2025,suv,giá cx5,negative
nissan,almera,,2025,sedan,phụ_tùng đắt dduocj,negative
hyundai,accent,,2024,sedan,xấu,negative
honda,hr-v,l,2025,suv,porche phiển lỗi,negative
skoda,kushaq,style,2025,suv,vw cross ruột máy khung gầm cross ngáo giá 1 tỉ,negative
skoda,kushaq,style,2025,suv,máy đi kiểu for cóc,negative
byd,sealion 6,,2025,suv,xe gầm xấu gầm đẹp,negative
skoda,slavia,ambiton,2025,sedan,thằng mua mg mt 380 tr lăn bánh khuyên mua xe ngon hàng tàu,positive
toyota,vios,,2025,sedan,chắc_chắn_sẻ ế,negative
byd,atto 3,,2024,suv,sống quê sạc đi bán_kính hn 80 km đi la_cà giỏi lắm 200 km chờ atto_giản giá pree múc,positive
skoda,slavia,active,2025,sedan,dep ma co_adas nhu_city,neutral
mazda,2,,2024,sedan,mazda at cải_lùi mặt ca_lăng kiểu at sinh mồi luxury hướng mua luxury,negative
honda,city,1.5 rs,2025,sedan,mong phiên_bản hãng cải_thiện chút mâm đừng thụt cũ ok,positive
honda,hr-v,g,2025,suv,phán chính_xác xấu đẹp tùy sở_thích tầm đa_dạng xanh_đỏ tím vàng ngoại_hình hrv cột,negative
skoda,slavia,ambiton,2025,sedan,mẫu anh_em dịch_vụ bàn,positive
hyundai,accent,,2024,sedan,xe đẹp,positive
nissan,almera,,2024,sedan,xe phân_khúc mặt anh_em trải_nghiệm đừng sale,positive
toyota,corolla cross,v,2024,suv,corolla cross tệp khách_hàng doanh_số hàng doanh_số rẻ xe nhập_khẩu tầm tiền 940 tr lăn bánh chiết_khấu giảm_giá lựa_chọn chê cross ghế_ngồi đi thoải_mái hàng hàng rộng chiều khoang khiêm_tốn gầm lo_lắng đi đường ngập nhẹ nội_thất già xe an_toàn euro ncap fake safety_sense đầy_đủ cam_hành_trình khuyến_mại cảm áp_suất lốp cảnh_báo mù cốp điện rảnh kính_trời vợ_con cam_điều hòa uy_tín trang_bị an_toàn chủ bị_động dồi_dào xe nhập_khẩu thái_lan chiếm niềm chất_lượng mua xe nuôi chi_phí bảo_trì bảo_dưỡng sửa_chữa thay_thế rẻ bình_luận gắt ghê chủ_yếu anh_em sale tiền hầu_như nát xong quyết_định mua tiền xe vợ chê xem_xét cư_dân mạng khen_chê cross khách_hàng dám cross ngon_bổ rẻ b đơn_giản cross tiền nửa trời ngó nghiêng chạy thử gọi toy_nô cười vui_vẻ quạu,positive
toyota,vios,,2025,sedan,xe bình_dân xe chi thóc gầm kia thoáng,negative
hyundai,accent,,2024,sedan,đội thiết_kế hyundai hai trở_lại ngôn_ngữ phim_hoạt_hình siêu_nhân áp_dụng thiết_kế xe ngoại_hình xe ứng chỗ trông dị_chỗ kia,neutral
mg,5,std,2024,sedan,lực_lưỡng khỏe khoắn ok lắm giá best,positive
mg,zs,luxury,2025,suv,nội thất_tông màu đẹp,positive
mazda,cx-3,1.5 at,2025,suv,cắt option thế_này đắt vf5 tầm_chục rẻ khỏe màn_hình to cảm_ứng v,negative
vinfast,vf 6,eco,2025,suv,hy_vọng vong_đời khắc_phục bớt mấy bất_tiện,neutral
skoda,kushaq,style,2025,suv,loa to ghế subcribe loa màn_hình lùi_độ nét ổn ổn công_nghệ an_toàn phanh chống trượt rẻ hệ_thống an_toàn xe châu_âu thực_dụng vỏ dày túi_khí vô lăng_trợ_lực điện đánh_lái rẻ đi đoạn đường xóc thử kenz cảm_nhận xe vững rẻ,positive
toyota,yaris cross,máy xăng,2024,suv,phanh tự_động yaris cross adas giả_cầy đấy tính_năng hoạt_động chập_chờn lỗi video so_sánh creta vật_cản phanh khen ngút_trời video phanh bảo camera vật_cản giống_thực nhận_diện trả_lời comment tipcar wth làn video hello xe camera mờ tiền đồ dậu rảnh soi hệ khung_gầm diehatsu giả_cầy khung gầm yaris cross ac200 dnga b segment avanza veloz việt_nam khung gầm chỗ khoang động_cơ veloz độ_chế cơi_nới cắt_xẻ xforce khung gầm rise cũ khung gầm toàn_cầu mitsubishi bố_trí thép gia_cường ac200 daihatsu ac200 cực thép mpa rise thép mpa hình_ảnh khung gầm google khác_biệt phân_khúc nhà_sản_xuất bớt tùy chỗ chiến_lược hàng khung gầm ngon chi_phí hạng_mục hơi kém option miên_man cắt chỗ khung_gầm kết_luận xforce tai_nạn mạng rẻ ta đâm diehatsu giúp xe đỡ xước đỡ mất_giá mạng tai_nạn hên xui,negative
vinfast,vf 6,plus,2025,suv,ghế vf6 ngon chút best sale,negative
nissan,almera,,2024,sedan,chạy khỏe công_nghệ,positive
skoda,kushaq,style,2025,suv,xe lắp_ráp việt_nam giá_cạnh_tranh,positive
nissan,almera,,2024,sedan,phanh tay_cơ hơi buồn,negative
kia,seltos,facelift,2024,suv,tình_hình đại_lý xe ra_mắt đẩy giá ngút_trời giảm_giá kích_cầu,negative
mitsubishi,attrage,cvt,2024,sedan,độ ồn_thua i10,negative
skoda,kushaq,style,2025,suv,xe kém honda hrv g xe hạng b mitsu hyundai kia toyota,negative
toyota,yaris cross,máy xăng,2024,suv,mua xe toyota yaris cross hev đk chê áp_lực khung gầm daihatsu_thân vỏ mỏng_manh nội_thất ọp_ẹp vvân mây mây nhực trưa tiếng máy hơi ồn_bật nhạc đổi tính_năng an_toàn tiết_kiệm xăng gọn,negative
kia,seltos,facelift,2024,suv,kia làm_khó,negative
geely,coolray,flagship,2025,suv,hệ_thống định_vị gps chính_xác,positive
toyota,vios,,2024,sedan,g viền màu vàng ghế vô_lăng nhói_mắt xấu,negative
byd,sealion 6,,2025,suv,hôm_nay showroom thử byd sealion khác_biệt phân_khúc lăn bánh_tầm giá tỉ cảm_giác lái sealion sướng hàng ghế rộng độ nghiêng ghế người_nhà thoải_mái xe xe gia_đình hybrid,positive
honda,city,1.5 rs,2025,sedan,tui rinh city d,positive
byd,atto 2,,2025,suv,công_nhận đẹp bắt_mắt xe vin,positive
kia,seltos,,2024,suv,công_suất động_cơ hộp_số giảm_giá nguyên giá tụt_hậu,negative
vinfast,vf 6,plus,2025,suv,xe thiết_kế nội_thất ngoại thất_chổ chắn bùn doanh_số nhiu,negative
kia,seltos,facelift,2024,suv,cắt bớt ngang mặt ga lăng đuôi xe đẹp cũ,negative
vinfast,vf 6,plus,2025,suv,dòng vf fom_vf6 hài_hòa tiền đổi xe_điện,positive
honda,city,1.5 rs,2024,sedan,honda city rs đồng_tiền,positive
geely,coolray,flagship,2025,suv,mặt ga lăng xấu đẹp,negative
mitsubishi,xforce,ultimate,2024,suv,xe chạy tốc_độ 80 km tiếng gió cánh cửa to màn_hình taplo vô_lăng xấu liền_mạch màn_hình giải_trí hơi phèn ổn,negative
hyundai,accent,,2024,sedan,xấu đẹp tùy mắt mua xe chạy mua,neutral
vinfast,vf 6,eco,2025,suv,xấu lỗi đi nông_dân đầu mua xe sale thuốc 700 tr mà_còn khen rẻ đề_nghị bàn cân thương_hiệu công_nghệ_tính toàn_cầu độ bền byd honda toy giá đắt xe rủi_ro,negative
hyundai,accent,,2024,sedan,xe giá accent nổi_bật phân_khúc,positive
kia,seltos,,2024,suv,ước trang_bị điện_tử mua liền,negative
toyota,corolla cross,v,2024,suv,cross yên_tâm option từng_trải xe suốt lo hỏng hỏng quý_sự bền_lành toyota cx5 mazda màn_hình bất_tiện đề_cập,positive
toyota,corolla cross,v,2024,suv,không_gian nội_thất kỳ_lạ thua đàn_em yaris cross,negative
skoda,slavia,ambiton,2025,sedan,xe thiết_kế chỉnh_chu khách_hàng khung gầm túi_khí âm_rẻ giá dự hot,positive
skoda,slavia,active,2025,sedan,lái kushaq ấn_tượng mong_chờ xác nhẹ_dáng lùn_lướt gió,positive
mazda,cx-3,1.5 at,2025,suv,đi mazda éo chê mõm online chê,positive
hyundai,creta,n line,2025,suv,creta xe mượt_mà hyundai phân_khúc khung gầm treo âm_thân vỏ động_cơ vô_lăng phối_hợp mượt tucson santafe kona mượt trừ thiết_kế rối_mắt đẹp,positive
vinfast,vf 6,,2024,suv,vf6 size lốp to mẫu hạng b bề_mặt tiếp_xúc mặt độ ồn_hiển_nhiên đổi vận_hành ổn_định thân,neutral
skoda,slavia,ambiton,2025,sedan,xe giới già mua xong đi cuộc_đời con_cháu,positive
vinfast,vf 6,eco,2025,suv,hàng sổm hàng byd ngon,negative
byd,sealion 6,,2025,suv,xe rối hốc vệ_sinh bảo_dưỡng khung_yếu chất_lượng thép sơn kém,negative
mitsubishi,attrage,cvt,2025,sedan,option camera lùi nét màn_hình to kết_nối android auto mượt,positive
nissan,almera,,2025,sedan,yếu duy_nhất khắc_phục đấy hệ_thống đại_lý bảo_dưỡng đồ_đạc thay_thế đắt,negative
vinfast,vf 6,plus,2025,suv,mua vf6 plus trắng hồi đầu đi vạn xe tiền tầm giá máy lái sướng tội treo mềm say dễ_tính mua xe độ lắp_cam hành_trình android_box cảm_biến cam xe đầy_đủ đẹp đầu_tư yên ngựa độ độ ngả ghế háng,positive
skoda,slavia,style,2025,sedan,trục cơ_sở hạng hyundai avante ok phân_khúc b,positive
mg,5,std,2024,sedan,giá hời trời chạy dịch_vụ vốn lỗ tý_xíu,positive
mazda,cx-3,1.5 at,2025,suv,xe màn chán giao_diện lẫn tính_năng thời lcd,negative
toyota,yaris cross,máy xăng,2024,suv,cvt ngon,negative
mazda,2,at,2025,sedan,mazda at tiền thịt,positive
kia,seltos,facelift,2024,suv,chân ga trễ ngon,negative
hyundai,accent,,2024,sedan,đi đb 10 k5 v hài_lòng v_mâzda chật_ém rộng md3 mua hãng lắp_cái cảm_biến cảnh_báo mù đi adas full cần_thiết lắm d,positive
skoda,slavia,style,2025,sedan,500 triệu tiền xe việt_nam đắt trung_quốc ấn_độ xe 320 tr đầu trung_quốc thu_nhập đa_số việt_nam mấy bảo xe 500 tr thể_hiện ngu mùa giàu sổi,negative
byd,atto 3,,2024,suv,byd đầu_tư trạm sạc thằng vin nô bớt ngáo giá,neutral
vinfast,vf 6,plus,2025,suv,nhược_điểm eco mâm inch âm_xpander xfc_thua tụt quần treo vf6 cứng_đau lưng lắm chạy ẩu gãy lưng cốp xe đuôi vuốt không_gian đi mỏi lưng ghế đứng_ngồi xổm,negative
mazda,cx-3,1.5 at,2025,suv,gầm xe sedan gầm chỗ,negative
toyota,vios,,2025,sedan,việt_nam đừng phanh tay_cơ accent,negative
mg,zs,luxury,2024,suv,xe tau_nôi đia rat tot_chang tien viet mat_gia co_gia_tri cam 1 ty cung_chi mua xe phô thông,positive
vinfast,vf 6,,2024,suv,dở xe trang_bị tính_năng tầm giá quanh việt_nam dòng xe_máy đa_dụng xe 200 hp treo đa_điểm cần_thiết nhu_cầu đa_số tiền 800 tr mua xe,neutral
toyota,vios,,2024,sedan,quất xe đời tống cảm_biến quẹt toàn ta lụi,positive
mg,5,std,2024,sedan,hôm ổn_đầm xe rộng_rãi tai trâu loa ngon chạy dịch_vụ,positive
haval,jolian,,2025,suv,haval thương_hiệu nổi_danh trung_quốc tầm doanh_số hãng xe nổi_tiếng mỹ_đúc nhật_hàn toyota volkswagen kia gm thị_trường trung_quốc byd nổi hiện_tượng doanh_số đứng đầu việt_nam phổ_biến thương_hiệu hãng xe mỹ_đức nhật_hàn thương_hiệu xe trung_quốc xa_lạ thương_hiệu nổi_tiếng byd haval sản_xuất ô_tô trung_quốc bước_tiến vượt_bậc thể_hiện geely mua hãng volvo thụy_điển giá tỷ usd cộng 900 tr usd hãng doanh_nghiệp ô_tô trung_quốc mua mg lotus borgward đức_roewe saab thụy điển v v ngành ô_tô trung_quốc bước_tiến vượt_bậc thâu_tóm thương xe nổi_tiếng tg thời,positive
toyota,corolla cross,v,2024,suv,xe dong co_tang len 160 m luc ok,positive
mg,5,luxury,2025,sedan,bảnh đấy nội_thất vios city,positive
vinfast,vf 6,eco,2025,suv,xe 700 tr gương cơ_chán,negative
toyota,yaris cross,máy xăng,2024,suv,test yc đoạn đường soc_trang đi rạch giá tiêu_hao nhiên_liệu 8 lit km,positive
mitsubishi,xforce,ultimate,2024,suv,hộp at ngon bền_bỉ,negative
skoda,slavia,style,2025,sedan,ngon_giá accent vios qtr chế_độ hậu_mãi phụ_tùng bảo_dưỡng chất xe châu_âu châu_anh lắm,positive
toyota,yaris cross,máy xăng,2024,suv,đi vạn đều_đặn 180 km phân_vân x force yariss xăng thiết_kế quá_lực tính_năng khác_biệt xăng điện một_chút thương_hiệu bền_bỉ tiết_kiệm ghế lái_chỉnh điện đi đường trường cao_tốc nội_thành báo 5 km 1 l tkiem đi,positive
mazda,2,at,2025,sedan,tầm giá máy ngon,positive
nissan,kicks,e-powers,2025,suv,đắt vờ cờ_lờ,negative
hyundai,accent,,2024,sedan,phanh tay_điện_tử cắt,negative
vinfast,vf 6,plus,2025,suv,vf6 độ hàng ghế ghế đứng đi khó_chịu,negative
vinfast,vf 6,plus,2025,suv,ngon,positive
hyundai,accent,,2024,sedan,city ngáo giá accent tàn_đời giá ngang tiêu_dùng xe_nhật ta xe hàn cơ_bản rẻ nhét đống option tăng_giá,positive
mg,5,std,2024,sedan,xe đẹp dán_vóc đẹp viso chạy cô_dâu y,positive
toyota,vios,,2025,sedan,loa đểu đi màn_zin hãng chạy carplay chất_âm ngon thằng hơi,neutral
haval,jolian,,2025,suv,lái thử ghế lái khó_chịu 175 cm_chỉnh ghế cỡ tầm thoáng thân vỏ thiết_kế đứt_haval h6 tâm_lý hệ_thống showroom haval trầm_lắng vãi im_lìm 719 tr dự o n g,negative
haval,jolian,,2025,suv,tai nghe_nhật sản_xuất đầu rẻ mặc_dù kg hàng đời_mới tai trung_quốc rẻ hư tiền tự_nhiên món hời,negative
toyota,corolla cross,v,2024,suv,nội_thất cx5 đẹp bền_dáng croos đổi mẫu,negative
byd,atto 3,,2024,suv,cố dìm byd atto đi xe vf6 byd atto byd chủ_công độ hoàn_thiện cực rẻ vf6 sơ_xài xấu mẹ ghét tàu công_nhận xe rẻ,positive
kia,seltos,,2024,suv,đẹp rộng rải ok,positive
vinfast,vf 6,,2024,suv,giá xe xe tipcar đề_cập so_sánh công_tâm xe tệ,negative
skoda,kushaq,style,2025,suv,phang tang chống hiệu_quả phanh rẻ phanh_đĩa nhược_điểm trí_mạng tản_nhiệt kém dòng xe giá mấy ế brv ế dòng tụt_doanh_số thương_hiệu châu_âu ăn_điểm cực,positive
geely,coolray,flagship,2025,suv,anh_em xế cưng_đẳng_cấp đấy anh_em mx toàn mõm xc chốt toàn xe tàu,negative
skoda,kushaq,style,2025,suv,dung_tích momen xoắn 178 mn xforce yaris phân_khúc mã_lực leo_dốc khởi_hành phê hãng xe châu_âu_giá tiếp_cận đại_lý trung_tâm bảo_dưỡng dự chạy đường,positive
mg,5,luxury,2025,sedan,vượt_trội tầm giá,positive
toyota,corolla cross,v,2024,suv,ta xấu diễn_tả,positive
mg,5,std,2024,sedan,xe rộng lắm,positive
toyota,yaris cross,máy xăng,2024,suv,yaris cross việt_nam yaris daihatsu,negative
toyota,vios,,2025,sedan,rẻ chút tiếp_cận,neutral
toyota,yaris cross,máy xăng,2024,suv,sự_dụng toyota bảo_hành hàng rẻ,positive
nissan,almera,,2024,sedan,đẹp bọt phân_khúc xe dịch_vụ,positive
hyundai,creta,n line,2025,suv,giá turbo ăn_thua yaris cx5 thẳng tiến,negative
mazda,cx-3,1.5 deluxe,2025,suv,cx3 deluxe dư form cx3 hoàn_hảo mâm phay 18 in nhìn_lực đầu xe bmw đầu xe_con city ngắn củn_lốp city thụt sâu cx3 hộp_số bền cvt city chốt cx3 deluxe,positive
byd,sealion 6,,2025,suv,hệ_thống treo yếu xe thuần_điện truyền_thống trung_quốc xưa ban_đầu mã đẹp rơi rụng phev cực_kỳ phế_vật nhà_đất sạc_pin chạy hao năng_lượng xăng,negative
skoda,kushaq,style,2025,suv,xe bán_chạy,negative
hyundai,accent,,2024,sedan,xe đẹp giá hợp_lý,positive
mitsubishi,attrage,cvt,2025,sedan,attrage lựa_chọn hạng b,positive
geely,coolray,flagship,2025,suv,bảo_hành khung gầm vĩnh_viễn,positive
mazda,cx-3,1.5 at,2025,suv,cửa_sổ trời toàn nỉ,negative
nissan,almera,,2025,sedan,anh_em ý_định mua sedan b đại_lý showroom liên_kết bảo_dưỡng mua chất_lượng nhập_thái bàn,positive
geely,coolray,flagship,2025,suv,xứng_đáng,positive
mg,5,std,2024,sedan,thay đồ đéo,negative
mg,zs,luxury,2024,suv,nhập_thái hộp cvt chỗ b mg zs triệu honda hr v triệu triệu xứng_đáng người_dân nghèo,negative
haval,jolian,,2025,suv,xe thiết_kế xấu hút mắt ế,negative
toyota,vios,g,2024,sedan,chỗ cốc vios cực_kì ghét p cốc củng_khó,negative
hyundai,creta,n line,2025,suv,santafe thiết_kế việt_nam khéo cháy hàng bia kèm_lạc,positive
kia,seltos,,2024,suv,mẫu ấn_tượng nét hẳn,positive
toyota,vios,,2025,sedan,hút máu khách_hàng tiền chủ,negative
hyundai,creta,n line,2025,suv,ban_đầu khai_phá gầm đô_thị ford escort kona quánh ford tan_nát seltos đập phát kia chết dí thân gầm động_cơ seltos thua kia bảo mấy voz chê ỏng chê_eo thị_trường ta lắm xe rẻ giá hợp_lý bờ đê,negative
skoda,kushaq,style,2025,suv,skoda kushaq công_nghệ_đức chất_lượng chê giá cạnh_tranh,positive
vinfast,vf 6,eco,2025,suv,xe ngon_bào dv,positive
honda,hr-v,l,2025,suv,xấu rẻ nhập_thái,neutral
kia,seltos,,2025,suv,đắt hao nhiên_liệu options ưu_điểm seltos,negative
toyota,vios,,2025,sedan,thiết_kế nổi mặt calang mắt,negative
nissan,almera,,2025,sedan,gẩy_số vô_lăng chấm,positive
honda,city,1.5 rs,2024,sedan,rs đi bản_l hài_lòng mẫu_mã vận_hành,positive
vinfast,vf 6,eco,2025,suv,lỏ vf6 cam lẫn cam_de trông cùi ỉa v hiện_tượng xài lâu_vf6 gạt nc xịt máy_bơm lỏ dàn lạnh vf6 ngon lắm lạnh nhma lạnh sâu sở_hữu_đổi h chạy âm b chuẩn,negative
mitsubishi,xforce,ultimate,2024,suv,xe nầy đèn xi_nhan nốt rùi mặc_dù độ chú_ý xe an_toàn độ xi_nhan,negative
honda,city,1.5 l,2025,sedan,chạy bản_l 6 v ngon lắm đồng_tiền bảo_trì bảo_dưỡng bình_dân,positive
toyota,corolla cross,v,2024,suv,corolla cross v thiết_kế gầm xe mm gầm bt,positive
skoda,kushaq,style,2025,suv,động_cơ áp khả_năng phản_hồi rẻ yếu lầm_tưởng momen xoắn 178 mn xforce yaris phân_khúc mã_lực leo_dốc khởi_hành phê xe hạng b cạnh_tranh vô_cùng khốc_liệt tầm giá triệu xe âu_mang công_nghệ_đức hiếm,positive
byd,atto 3,,2024,suv,460 km bố đi thoải_mái đi chạy_dịch_vụ ok,positive
skoda,slavia,style,2025,sedan,y_chang volkswagen vitus rẻ volkswagen giá chạy ngon đấy,positive
geely,coolray,flagship,2025,suv,giá mg hs del lăn bánh tỉnh đợt rẻ hs luxury lăn bánh_coolray mg zs zs rẻ trăm triệu đem mg hs giá tiền coolray_thua thiệt_hơi không_gian mênh_mông rộng chiều cơ_sở khung gầm euroncap thép cường_lực treo đa_điểm êm_ái âm_cực rẻ coolray không_thể_nào geely_monjaro tầm giá monjaro lắm lắm,negative
toyota,corolla cross,v,2024,suv,toy cross toy tử_tế đấy tội giá hơi đắt,neutral
mg,zs,luxury,2025,suv,giá rẻ creta triệu option,positive
kia,seltos,,2024,suv,ok,positive
byd,atto 3,,2024,suv,chờ hãng trung_quốc lắp_ráp việt_nam or khu_vực đná giá rẻ mẫu nội_địa trung,positive
honda,city,1.5 rs,2025,sedan,mắt city đẹp phân_khúc,positive
toyota,vios,,2025,sedan,trẻ h vios dịch_vụ dần xe_điện vios chấp_nhận nhường miếng bánh xe,negative
nissan,almera,,2024,sedan,nâng_cấp tiếc chốt cũ_hơi,positive
omoda,c5,,2024,suv,xe đẹp phết động_cơ khỏe bảo_hành,positive
vinfast,vf 6,plus,2025,suv,gầm plus cm hơi thấp_nhỉ điểu hơi vf6 plus xe đời_mới cổng sạc đằng cổng usb cổng type cổng usb cổng type điện_thoại thời đời_mới toàn type to,negative
geely,coolray,flagship,2025,suv,xe tàu rẻ cạnh_tranh hàn_quốc,positive
honda,hr-v,l,2025,suv,đáng_giá 750 tr trở giá lăn bánh thái_lan trang_bị ngất_ngây giá việt_nam cắt giá nổi,negative
honda,city,1.5 l,2025,sedan,l_đáng mua l cữa gió hàng ghế lẫy hòa tự_động loa ghế da đề_nổ g,positive
nissan,almera,,2025,sedan,hộp cvt nissan cực_kỳ_tệ tệ hãng xe nhật,negative
toyota,corolla cross,v,2024,suv,xe giá chả mua logo,negative
honda,city,1.5 rs,2025,sedan,dàn lốp nhô za 1 chút xe khỏe mong hãng xe điều_chỉnh,negative
skoda,kushaq,style,2025,suv,chạy xe skoda châu_âu công_bằng phân_khúc xe nhật cửa skoda hơi thô chi_tiết tụi tây nâng_niu việt vận_hành thực_dụng hình_thức option dòng,positive
honda,city,1.5 rs,2024,sedan,cảm_nhận chạy thử rs xe ồn phân_khúc gương tù_màn giải_trí mờ mờ_mịt thô_chắc mã lành khuyến_cáo đi nhẹ_nhàng đi trâu_bò dây đai toang,negative
kia,seltos,facelift,2024,suv,mua năm_ngoái đẹp hơi tiếc cũ cst at ghế trắng trông xe giá ok,positive
vinfast,vf 6,eco,2025,suv,đầu mấy vf6 đẹp vf8 ưng,negative
