comment,label
ngáo_giá niêm_yết giá honda thèm check_giá cx5 xfoce yaris cross đái đầu khoe khoang option chả xe tàu tưởng logo honda volvo,{COST#Negative};{BRAND#Negative};
giá ối ôi cx5 hạng ngập_tràn trang_bị,{COST#Negative};
mã ngang city gầm cao_xác yếu,{PERFORMANCE#Negative};{EXTERIOR#Negative};
honda việt_nam đi ếc chê ụ hàng ghế bao_lâu_nay y_nguyên,{BRAND#Negative};{EXTERIOR#Negative};
chạy hrv g cảm_giác chạy quốc_lộ ôm cua 70 km h adaptive cruise control định_tâm làn phê không_thể_nào tả nổi xưa tiền rs turbo phê_cỡ,{PERFORMANCE#Positive};
máy turbo lắp tren hrv phê hrv xác xe nhẹ chạy crv máy turbo,{PERFORMANCE#Positive};
crv vỏ dày cứng hrv âm_khoang máy môi_trường tốt_độ ồn đời đi đường xấu hrv crv_đời xe chê_ồn đi xe khung rời fortuner ford everest,{EXTERIOR#Positive};{PERFORMANCE#Positive};
mãi kênh độ ồn hrv đo máy hrv ồn gầm tiếng ồn liên_tục khó_chịu ồn_động_cơ ồn gió,{PERFORMANCE#Negative};
mua xe đầu hrv g quan_điểm xe liên_tục cảm_giác chân_ga vô_lăng,{PERFORMANCE#Positive};
hrv g cảm_giác sức_mạnh động_cơ tạm xf_yếu chán chết lái vô lăng xe honda miễn_chê cua tốc_độ độ ồn hrv ồn đường xấu,{PERFORMANCE#Positive};{INTERIOR#Positive};
mua hrv g t8 xe bao_dưỡng 10 k km honda sensing lỗi cửa xe tài kêu rè_rè máy_cày xe chạy cực ngon honda keo trang_bị lót gầm động_cơ,{FEATURES#Negative};{PERFORMANCE#Positive};{BRAND#Negative};{EXTERIOR#Negative};
ngoại_hình hrv trông đỉnh_đạc động_cơ hrv thương_hiệu honda_mitsubishi kết_luận,{EXTERIOR#Positive};{BRAND#Positive};{PERFORMANCE#Positive};
xf chả hrv lái thử xe cảm_giác lái xf_chán hẳn hrv lái thử xe chốt cọc hrv tuần,{PERFORMANCE#Positive};
honda hrv mẫu xe toàn_cầu khung gầm_động cơ_độ hoàn_thiện nhỉnh xe mitsu dna loạt xe toy giả_cầy daihatsu,{BRAND#Positive};{EXTERIOR#Positive};
honda hrv xe tuyệt_vời kiểu_dáng sang_trọng lịch_lãm bền_dáng chi_tiết hoa_hòe trần xe_hơi dáng sang_trọng hy_sinh một_chút độ có_lẽ nhà_sản_xuất thông_thường dòng xe tiền kiểu_dáng lịch_lãm phô_trương hầm_hố ngóc_ngách hai động_cơ tuyệt_vời vô lăng_lái sướng nhiên_liệu tiết_kiệm hàng ghế bằng_phẳng lồi hoàn_chỉnh nhất_tóm_lại nội_thất đẹp lắm,{EXTERIOR#Positive};{INTERIOR#Negative};{PERFORMANCE#Positive};
hrv g khả_năng xforce bản_l giá mazda_cx5 ta mua cx5 mua hrv hrv form_dáng xấu mắt việt hrv ế nằm top xforce,{EXTERIOR#Negative};
hrvg đi 20 k km đi tiết_kiệm nhiên_liệu cao_tốc lít quốc_lộ tầm lít đi phố tầm 7 lit lẩy d1 d5 leo đèo đi đà_lạt siêu_ổn chẳng thắng lẩy_số tự_chỉnh km cân_bằng adas siêu_nhậy cực nhạy va_chạm xe_máy ô_tô ồn tui đi cảm_nhận đi ké xe hạng b ok tổng_kết nhập_thái bền_chẳng hư xe cố_gắng đi đổi xe,{COST#Positive};{PERFORMANCE#Positive};{FEATURES#Positive};
hrv thẩm_mỹ châu_âu âu_lạc hả lạy bảo hrv đời_mới hài_cốt hàng hiếm khu chạy đường tôm cá đáng_giá crv đẹp hrv brv xấu xấu thua mấy mazda seltos khúc,{BRAND#Positive};{EXTERIOR#Negative};
hrv phân_khúc đứng cạnh lynk_co gái trang_điểm,{EXTERIOR#Negative};{COST#Positive};
phán chính_xác xấu đẹp tùy sở_thích tầm đa_dạng xanh_đỏ tím vàng ngoại_hình hrv cột,{EXTERIOR#Negative};
hrv đời xấu_hoắc xấu phân_khúc xe hạng b,{EXTERIOR#Negative};
hrv đẹp dã_man xe phổ_thông phân_khúc hạng b hạng đẹp,{EXTERIOR#Positive};
chủ xe hrv g tiêu_hao 7 lít 100 km,{COST#Positive};
hrv g xài máy thế_hệ máy sohc ok_hóng awd,{PERFORMANCE#Positive};
vợ tuyền_thuyết đô_thị nhắc tròn câu_chuyện vợ đi coi hrv ồn coi vợ xe tham_khảo xforce yaris cross yaris túi_tiền yaris hàng kịp chốt hrvg_lái đi phố cao_tốc 400 km cảm_giác xe đúng_đắn hối_hận 1 s mặc_dù ghế_nhỉ cần_thiết độ,{PERFORMANCE#Positive};
hrv g thiết_kế nắm cửa nắm cửa gọt ghế phụ hàng ghế bọc sẵn ghế da xe vượt_trội,{INTERIOR#Negative};
đi honda hrv g sài gòn đà_lạt 350 km tiêu_hao nhiên_liệu 2 l 100 km đoạn đô_thị tp hcm,{COST#Positive};
xe nhược_điểm nằm xe,{EXTERIOR#Negative};
đời khúc nhỏ_xíu,{EXTERIOR#Negative};
công_nhận form_dáng đẹp porcher hề khập_khiễng,{EXTERIOR#Positive};
giá lăn bánh 750 tr giá thực bên_thái ngon việt_nam cắt giá,{COST#Negative};{FEATURES#Negative};
pót chơ châu_á ổn_áp tiền rước,{EXTERIOR#Positive};
hrv l đẹp video form coupe macan ưng,{EXTERIOR#Positive};
lái phố âm_con hrv l ổn anh_em đi êm_ru tiếng lốp động_cơ ù,{PERFORMANCE#Positive};{FEATURES#Positive};
ngoại thất_ổn áp_nội_thất bình_thường,{EXTERIOR#Positive};{INTERIOR#Negative};
porche phiển lỗi,{EXTERIOR#Negative};{INTERIOR#Negative};
l g giá đắt 51 tr camera_cập lề cốp_điện thôi_thà mua g 51 tr độ camera_độ cốp điện_độ màn_hình to tiền 51 tr,{COST#Negative};{FEATURES#Negative};
g phí trước_bạ l có_giá chấp_nhận,{COST#Negative};
giá,{COST#Negative};
cắt tubor thua đời cũ,{FEATURES#Negative};
honda cảm_giác lái vô_lăng honda khác_biệt cầm lái,{PERFORMANCE#Positive};
đáng_giá 750 tr trở giá lăn bánh thái_lan trang_bị ngất_ngây giá việt_nam cắt giá nổi,{COST#Negative};{FEATURES#Negative};
tỷ khung gầm ghiền chắn gầm máy nằm gầm xe công_nông fan_honda hrv thất_vọng,{COST#Negative};{EXTERIOR#Negative};{BRAND#Negative};
màn bé xe ồn mua cx5 đi,{INTERIOR#Negative};{PERFORMANCE#Negative};
honda kẹt_xỉ tối_đa lợi_nhuận máy trang_bị giá ngang toyota máy hybrid toyota,{PERFORMANCE#Negative};{COST#Negative};{BRAND#Negative};
gờ hàng ghế độ gọt_phẳng chướng_mắt,{INTERIOR#Negative};
hàng ghế hrv nhô xe cx5,{INTERIOR#Negative};
xấu rẻ nhập_thái,{EXTERIOR#Negative};{COST#Positive};
mâm xứng chị_em,{EXTERIOR#Negative};
mua lái phê_đầm đồng_tiền,{PERFORMANCE#Positive};{COST#Positive};
tr đồng_hồ điện_tử thua xforce,{FEATURES#Negative};
honda bản_l cửa_sổ trời la_giăng rs củ ok,{FEATURES#Negative};
cốp điện ghế_điện vô_lăng lanewatch túi khí loa sạc dây,{FEATURES#Positive};
cụ kiểu mặc_bền rước hrv l đấy xe mua yên_tâm đi dài_lâu giá,{BRAND#Positive};{COST#Positive};
rộng toyota_cross thiết_kế,{EXTERIOR#Positive};
bệ tì_tay màn_hình kết khai đồ trung_nhập indo,{INTERIOR#Positive};
nội_thất mê,{INTERIOR#Positive};
ly_hợp kép_ướt ngon,{FEATURES#Negative};
trông gầm cảm_giác mấy hrv,{EXTERIOR#Positive};
xe bày đời đẹp,{EXTERIOR#Positive};
vf7 lực ghê lắm,{EXTERIOR#Positive};
xe giá hợp_lý thế_này việt_nam tâm_lý anti_đồ tàu ủng_hộ,{COST#Positive};{BRAND#Positive};
thoáng_tưởng thiết_kế kia,{EXTERIOR#Positive};
đầu xe làm_màu yếu_ớt,{EXTERIOR#Negative};
mong_muốn hãng tinh_chỉnh vô_lân đằm xe_nhật xe mỹ,{PERFORMANCE#Negative};
đập mắt đẹp,{EXTERIOR#Positive};
lux,{COST#Positive};
hôm đi đường nhing,{EXTERIOR#Positive};
đẹp tầm nửa tỉ ok,{COST#Positive};{EXTERIOR#Positive};
sel báo lăn bánh đắt ăn_nổi xfoce,{COST#Negative};
full_giá trở đọ dòng xe hiện,{COST#Negative};
đi ồn accen củ,{PERFORMANCE#Negative};
full tầm đầu cửa trở xe,{COST#Negative};
ngoại thất_đẹp gu mặt ca lăng,{EXTERIOR#Positive};
đẹp rẻ thành_công nông_dân tiền xe,{COST#Positive};
giá ảo,{COST#Negative};
đi lái thử trải_nghiệm cảm_nhận kenz tàu tàu this tàu that niềm hãng nhà_máy lắp_ráp việt_nam đấy giá lúa tiền thịt option xe trung_quốc tươm_tất sale lăn bánh 5 xx lăn bánh option chừng chênh_lệch 100 tr cao_dù option ngon cân_nhắc giá 5 xx lăn bánh vụ nổ đấy option ok thuần_base 5 xx lăn bánh khấu_hao hưởng,{BRAND#Positive};{COST#Positive};
cam_ghế lái_chỉnh điện hướng ghế phụ_chỉnh điện hướng sưởi thông_gió ghế lọc bụi pm loa sony cửa_sổ trời cốp_điện option đấy xe adas dở_hơi,{FEATURES#Negative};
lái thử cảm_giác lái máy bốc máy êm_rờ máy nổ độ rung nhẹ ồn đi tầm ồn lốp cứng khung gầm âm tốt_gầm lớp_su non_ốp để_ý cánh_âm lái ồn,{PERFORMANCE#Negative};
lái thử chút cảm_nhận máy đạp cỡ máy hơi_gào khó_chịu cao_tubo đỡ lag chút vô_lăng nhẹ_độ chi_tiết ổn_độ liền_lạc khung gầm đi dám đẹp ảnh phân_khúc b dáng xe không_gian rộng lắm sale giá 660 tr 580 tr ngon sale toàn ngang mấy đầu nắm sản_phẩm thông_tin sai,{PERFORMANCE#Positive};{EXTERIOR#Positive};{COST#Positive};
sơn_la đường đồi_núi ưng_ý c5 video hài_lòng,{PERFORMANCE#Positive};
ngoại_trừ đèn_pha đẹp,{EXTERIOR#Negative};{BRAND#Positive};
xe đẹp,{EXTERIOR#Positive};{INTERIOR#Positive};
xe mướt mua xe hợp_lý anh_em mua ngại khâu bảo_hành bảo_dưỡng xe,{EXTERIOR#Positive};{BRAND#Negative};
định mua tết đồ_đạc thay_thế,{BRAND#Negative};
mấy hôm đà_nẵng chạy đường hãng đẹp thiệt,{EXTERIOR#Positive};
dẫn_động cầu bàn,{PERFORMANCE#Positive};
đẹp,{EXTERIOR#Positive};{INTERIOR#Positive};
xe đẹp options co_nhieu hãng bảo_dưỡng nè,{BRAND#Negative};
hy_vọng rẻ chút tậu,{COST#Negative};
đẹp bền chất_lượng dân mua,{EXTERIOR#Positive};{INTERIOR#Positive};
giá trang_bị an_toàn tiêu_chuẩn bảo_hành hậu_mãi sửa_chữa bảo_dưỡng,{FEATURES#Positive};{COST#Positive};{BRAND#Neutral};
thay truc xe_hoi mong_manh,{EXTERIOR#Negative};
đi xe tàu mg5 đẹp chạy accent,{EXTERIOR#Positive};{PERFORMANCE#Negative};
xe chỗ chê mởi_tội sx china,{BRAND#Negative};
mấy ok ngại sdung,{BRAND#Negative};
chính_phủ chính_sách bảo_vệ mấy hãng trung_quốc out thị_trường trạng_thái đem chợ,{BRAND#Negative};
xe thi ok ngon thiết_kế ngoại_hình xấu nội_thất ok,{EXTERIOR#Negative};{INTERIOR#Positive};
hợp_lý,{COST#Positive};
tiếng ồn khoang động_cơ buồng_lái hàng ghế ồn_nữa khắc_phục omooda thành_công việt_nam mong_omoda chỗ_đứng thị_trường định cọc lái thử,{PERFORMANCE#Negative};{BRAND#Positive};
xe đẹp phết động_cơ khỏe bảo_hành,{EXTERIOR#Positive};{PERFORMANCE#Positive};{BRAND#Positive};
kinh bảo_hành vạn km kinh mấy xe hàn_quốc đi vạn lọc xọc,{BRAND#Positive};
xe trung_quốc hiện đương_ưa_chuộng chất_lượng công_nghệ công_nghệ sản_xuất cơ_bản thu_hẹp hãng xe trung_quốc đầu_tư bài_bản hệ_thống showroom bảo_hành bảo_dưỡng việt_nam rõ_ràng nghi_ngại ví_dụ mg đầu_tư hệ_thống hãng trung_quốc việt_nam nghiêm_túc công_nghệ ngại mua,{BRAND#Negative};{FEATURES#Positive};
c5 mặt ca_lăng xấu xấu_sao,{EXTERIOR#Negative};
xe trung_quốc giá rẻ chi_phí phụ_tùng rẻ trung_quốc phủ chết 3 s toàn_quốc,{COST#Positive};
úc omoda giá rẻ đẹp càng_ngày_càng chạy tây chạy hẳn_hoi châu_á xe đi lướt chất giá rẻ chốt đơn,{COST#Positive};{BRAND#Positive};{EXTERIOR#Positive};
giá pre flagship thơm,{COST#Positive};
dám bảo_hành động_cơ hẳn đấy,{BRAND#Positive};
thời_trang hrv honda,{EXTERIOR#Negative};
đẹp,{EXTERIOR#Positive};{INTERIOR#Positive};
kỳ_thị lắm dân việt ưa xe tàu giá,{BRAND#Negative};
đẹp kinh_khủng,{EXTERIOR#Positive};{INTERIOR#Positive};
chê trung_quốc đi xe trung_quốc xe trung_quốc giá thị_trường việt_nam hãng bớt ngáo giá,{BRAND#Positive};
sai đấy bảo_hành động_cơ vin bảo_hành xe,{BRAND#Negative};
đuôi xe thân xe ok đầu xe thiết_kế xấu bẩn,{EXTERIOR#Negative};
yên ngựa ghiền nhập hãng tàu đi mua gầm thay city,{EXTERIOR#Positive};
kết_j7 omoda c5 giá cạnh_tranh tài_chính giá tầm full lăn bánh,{COST#Positive};
đại_lý ok,{BRAND#Negative};
xe đi gờ giảm_tốc lắc lắm,{PERFORMANCE#Negative};
cầu lùi dốc bám đường,{PERFORMANCE#Positive};
full 6 xx ghê 7 xx có_lẽ lc06 ngon,{COST#Negative};
6 xx full x tàu lc06 cực_kì j7 7 xx chiến ngon_lành c5 6 xx ăn_thua lắp việt_nam ổn,{COST#Negative};{BRAND#Negative};{FEATURES#Negative};
công_nhận yên ngựa kiểu module kiểu diy lắp,{EXTERIOR#Positive};
cửa_sổ trời tiện đánh gá đại_liên chiến,{FEATURES#Positive};
bảo treo mềm bảo treo cứng,{FEATURES#Negative};
việt_nam nội_ngoại thất_nhìn đẹp_trang bi_an_toàn ok bỏ_qua_mặt thương_hiệu độ bền thân vỏ khung gầm tr đắt dư_giả lắm mua vi đẹp,{EXTERIOR#Positive};{FEATURES#Positive};{BRAND#Negative};{COST#Negative};
xe ok ngoại_trừ tính_năng sưởi ấm ghế,{EXTERIOR#Positive};{FEATURES#Negative};
tiền máy_móc bền_bỉ,{PERFORMANCE#Negative};
kích_thước hr rs hợp_thị hiếu_việt_nam xe trần,{EXTERIOR#Neutral};
giá treo đa_điểm lyn_co lăn_tăn ngoại_hình nội_thất trừ thiết_kế đứt giá,{FEATURES#Negative};{EXTERIOR#Positive};{INTERIOR#Positive};{COST#Negative};
đuôi đẹp mặt ca lăng,{EXTERIOR#Neutral};
nội_thất đẹp phết giá ok chạy đường mấy,{INTERIOR#Positive};{COST#Positive};{BRAND#Negative};
thương_hiệu xe trung_quốc ok,{BRAND#Negative};
chạy khỏe ì bọn treo bình_thường option mát_ghế mát_lưng mông góc chữ cực thoáng,{PERFORMANCE#Positive};{FEATURES#Positive};{EXTERIOR#Positive};
cuv hạng b giá 500 tr tàu kiểu xe rẻ thế_nhở lụm euro ncap,{COST#Positive};
túi_tiền độc_lạ suy_nghĩ lựa_chọn hãng ưng_ý ưng hãng omoda_c5 mua,{COST#Positive};{BRAND#Positive};
đầu xe lỗ nhỗ kinh_kinh kiểu,{EXTERIOR#Negative};
mầu trắng đẹp vãi đành tiền rước,{EXTERIOR#Positive};
chạy atto xứng_đáng_giá tiền seal,{COST#Positive};
phân_phối byd việt_nam rối_giờ phân_phối chục mẫu xe doanh_số lẹt_đẹt link_co geely việt_nam ổn_áp chỉnh_chu lâu_dài xe top doanh_số thế_giới kiểu tuần nghỉ,{BRAND#Negative};
điện chính_nha xăng đổi món hời 20 k km bảo_dưỡng,{BRAND#Positive};{PERFORMANCE#Positive};
mẫu sedan phev đắt thị_trường việt_nam,{COST#Positive};
adas_giá cao_thì sale byd khóc_thét adas giá tầm sedan phev full_adas tệp mua đi altis 8 v hóng đi altis ổn đổi,{COST#Negative};
mấy mẫu cuv cỡ b phev tầm giá có_lẽ hợp_lý sedan thoái_chào cuv cỡ phev giá đắt,{COST#Negative};
hybird xăng khỏe đợi byd mpv chỗ hybird kiểu inova giá xpander ngon,{PERFORMANCE#Positive};
xe êm_ái âm_tốt lái_sedan adas seal lí_tưởng nhu_cầu hàng nội_thất ngoại_thất ưng_mắt tiết_kiệm nhiên_liệu xèng quất,{PERFORMANCE#Positive};{INTERIOR#Positive};
xe ngon_vờ cờ_lờ showroom byd km đi đi ngang trạm sạc tốc_độ sạc chạy vf3 pin tầm_tầm xe chạy pin 240 km xe tuần sạc pin đi máy_xăng bình xăng rỉ sét,{PERFORMANCE#Positive};
lái thử tuyệt_vời yếu_tố bền_bỉ thôi_thì vô_địch ngoại_hình lái thử hoàn_hảo xe êm rộng đẹp xe cáh dễ_dàng,{PERFORMANCE#Positive};{EXTERIOR#Positive};{INTERIOR#Positive};
hệ_thống đại_lý mức_độ sẵn phụ_tùng va_chạm mong_muốn thay_thế hãng nhật_hàn hiện nhanh_chóng thương_hiệu trung_quốc chờ,{BRAND#Negative};
tính_năng công_nghệ xe đầy_đủ adas cửa_sổ trời chất gia_đình sức_mạnh thừa giá,{FEATURES#Positive};{COST#Negative};{PERFORMANCE#Positive};
đắt rẻ tham_chiếu so_sánh civic hev ngon bố bay chê byd honda giá công_nhận rẻ 200 tr honda tôm,{COST#Positive};
xấp_xỉ lăn bánh adas xu_hướng chuộng_sedan bán_vấn ngóng full buồn,{COST#Negative};
cao_premium philippine 600 tr việt_nam 700 tr thuế ăn_dày,{COST#Negative};
lái thử perfect xe tăng_tốc khỏe xe dễ_dàng ngoại_hình đẹp xe rộng đi êm gờ giảm_tốc,{PERFORMANCE#Positive};{EXTERIOR#Positive};{INTERIOR#Positive};
giá hơi loanh_quanh chấp_nhận thương_hiệu xe lạ,{COST#Negative};{BRAND#Negative};
giá rẻ nội_thất cơ_bản cơ_bản ế xe công_nghệ định_giá thị_trường việt_nam,{COST#Negative};{INTERIOR#Negative};{FEATURES#Positive};
philipines review bồng_bềnh vật_liệu thua civic bỏ_qua mua siêu_tiết_kiệm giá nhiên_liệu,{BRAND#Negative};{COST#Positive};
lít 100 km ăn_thua điện 20 k 100 km,{COST#Negative};
lit 100 km mua xe xăng chạy khỏe mua xăng lai_pin chi phiền,{COST#Negative};
xe byd đẳng_cấp đứng đầu thế_giới xe_điện tiết_kiệm nhiên_liệu,{COST#Positive};
lái thử tuyệt_vời yếu_tố bền_bỉ thôi_thì vô_địch ngoại_hình lái thử hoàn_hảo xe êm rộng đẹp xe cáh dễ_dàng,{EXTERIOR#Positive};{INTERIOR#Positive};{PERFORMANCE#Positive};
động_cơ xăng 5 l mã_lực điện chạy xăng động_cơ yếu sealion xăng chạy sạc động_cơ điện đi sướng tầm_giá xe_điện đi sướng xe xăng,{PERFORMANCE#Positive};
nhược_điểm xe tốn tiền thay pin tốn tiền sửa cơ_khí tụ_đủ nhược_điểm,{COST#Negative};
xe bốc động_cơ xăng vận_hành bảo_dưỡng mẹ pin xe_điện pin tàu vin chay 0 km chạy phà phà bảo_dưỡng mẹ,{PERFORMANCE#Positive};
xe nổi_bật xe vừa_vặn vặn giá vặn trang_bị vặn xu_thế không_gian dừng vặn rộng_rãi chứng_tỏ byd nghiên_cứu kỹ xu_hướng tiêu_dùng việt_nam tương_lai doanh_số xe dừng vặn,{COST#Positive};{INTERIOR#Positive};{FEATURES#Positive};
gầm xe đường_sá việt_nam cũ trung_quốc khai_tử tồn_byd xả việt_nam,{EXTERIOR#Negative};
đắt rẻ tham_chiếu so_sánh civic hev ngon bố bay chê byd honda giá công_nhận rẻ 200 tr honda tôm,{COST#Positive};
hãng xe trải_nghiệm tiền tỉ trải ví_dụ thiết_kế trang_bị sức_mạnh động_cơ công_nghệ thương_hiệu byd rõ_ràng chứng_minh sức hút quốc_tế độ bền theo_dõi xếp hãng xe_điện rõ_ràng uy_tín chất_lượng sản_phẩm,{FEATURES#Positive};{BRAND#Positive};
không_gian xe thông_thoáng,{INTERIOR#Positive};
xe rộng thoáng ổn ghét_chúa cửa_sổ trời phiền_phức mở_cửa trẻ_em thò di_chuyển an_toàn,{INTERIOR#Positive};{FEATURES#Negative};
khách_hàng việt mua xe thiệt đời cũ adas giá thị_trường_thái gấp đôi giá trung_quốc hãng coi_thường thị_trường việt cũ ra_mắt thị_trường triệu dân đối_xử,{BRAND#Negative};{COST#Negative};
xe đẹp ok việt_nam thuế má giã ác tức giá đội ghê xe tầm lăn bánh múc sợ hãng đem chợ ế xong toi byd xong vf kiểu nội cháu bố_con,{EXTERIOR#Positive};{COST#Negative};
giá rẻ giá châu_âu nam_mỹ 31 k byd người_dân đna mua xe giá rẻ châu_lục chất_lượng,{COST#Positive};
dân việt_nam đa_phần đi xe hybrid chê đắt phát_sinh chi_phí hybrid tiết_kiệm vận_hành sướng sướng vui_lòng chấp_nhận tốn_kém chịu_khó giữ_mình lạc_hậu bev vận_hành sướng trạm sạc hãng xe trạm sạc sản_phẩm khiếm_khuyết xe hybrid ổn nâng trải_nghiệm vận_hành,{PERFORMANCE#Positive};{BRAND#Negative};
kể_ra hãng điều_chỉnh giá giá lăn bánh sức thuyết_phục,{COST#Negative};
xe động_cơ dm i thế_hệ tiết_kiệm xăng tiếc thông_tin blade điện 200 km ngon full adas giá ngon,{PERFORMANCE#Positive};{COST#Positive};
bối_cảnh hạn_chế xe xăng kiểu_dáng tạm ổn,{EXTERIOR#Neutral};{PERFORMANCE#Positive};
túm quần xe đẹp công_nghệ doanh_số thị_trường việt_nam dở_hơi đi xe phev gầm tịt thế_này giá pin dám công_khai trăm củ,{EXTERIOR#Negative};{COST#Negative};{BRAND#Negative};
atto3 đi đầm tăng_tốc mượt ghế thoải_mái dễ_chịu thiết_kế nội_ngoại thất_đẹp,{PERFORMANCE#Positive};{INTERIOR#Positive};{EXTERIOR#Positive};
yếu_chí mạng nằm pin liền khối thay pin hỏng,{COST#Negative};
5 p sạc 400 km khủng byd,{FEATURES#Positive};
đẹp đấy gầm,{EXTERIOR#Negative};
nội_thất sến súa,{INTERIOR#Negative};
thoải_mái hàng ghế đánh_đổi gầm 15 cm sướng bảo_vệ xe,{INTERIOR#Positive};{EXTERIOR#Negative};
nội_thất xấu hợp_gout sealion thèm nội_thất,{INTERIOR#Negative};
lái thử hôm kia khung gầm giảm_tốc nịch_đạp sức kéo giá tiền ngon_ngon cx5 chỗ xe sạc ngon,{EXTERIOR#Positive};{PERFORMANCE#Positive};{COST#Positive};
nội thất_đẹp lạ gái đẹp ấn_tượng va_cảm_xúc đầu an_tâm trạm sạc_hậu mãi bảo_dưỡng sửa_chữa phụ_tùng thay_thế nội_thất đẹp ấn_tượng đi xe nỗi lo trạm sạc hãng rút việt_nam mệt lắm,{INTERIOR#Positive};{BRAND#Negative};
vf6 cửa ngoại_thất nội_thất vận_hành ngang giá vf6 trạm sạc bảo_dưỡng hậu_mãi kém chờ rút ống thở khổ_ôg mua thay pin thái khóc thét,{EXTERIOR#Negative};{INTERIOR#Negative};{BRAND#Negative};{PERFORMANCE#Neutral};
atto đi đầm êm_ái không_gian rộng_rãi tuyệt_vời,{PERFORMANCE#Positive};{INTERIOR#Positive};
atto bề_ngoài đẹp,{EXTERIOR#Positive};
đi 1 v lỗi vận_hành_mượt âm,{PERFORMANCE#Positive};
xe đẹp tính_năng an_toàn tin_cậy,{EXTERIOR#Positive};{FEATURES#Positive};
mua xe ngại vụ sạc pin chỗ đô xe đẹp,{FEATURES#Negative};{EXTERIOR#Positive};{COST#Negative};
trạm sạc vinfast chết,{FEATURES#Negative};
ngoại thất_đẹp nội thất_hơi rối,{EXTERIOR#Positive};{INTERIOR#Negative};
đùa 400 km đi đi phượt đấy tất_nhiên tối nghỉ lựa ks rộng_xíu sạc sạc phí byd đại_lí đại_lí sạc tiện,{BRAND#Negative};
thiết_kế ngoại_thất đẹp thiết_kế nội_thất byd thẩm_cực kì,{EXTERIOR#Positive};{INTERIOR#Negative};
6 xx thay pin báo khách_viên pin 3 xx đồng_nát xe pin xe,{COST#Negative};
xu_thế xe_điện chất_lượng dịch_vụ cạnh_tranh ok,{BRAND#Positive};
trông kiểu thiết_kế phom_dáng toát vẻ vin,{EXTERIOR#Positive};
dòng byd thanh_niên trẻ byd seal_dáng_vẻ sang_trọng lịch_lãm hiện_đại lớn_tuổi byd atto3 đẹp byd khách_hàng châu_âu,{EXTERIOR#Positive};{BRAND#Positive};
rẻ vin việt_nam sạc,{COST#Positive};{BRAND#Negative};
giá đứng thị_trường 600 tr ok,{COST#Positive};
dân ta bảo hàng tàu mua,{BRAND#Negative};
nội_thất nhái_nhái kiểu trung_quốc,{INTERIOR#Negative};
6 xx ban thi muc luon phai suy_nghi,{COST#Positive};
hạng ngon mấy hạng xe hàn_nhật,{COST#Positive};
phổ_cập trạm sạc sạc thành_phố diện_tích lắp trạm sạc xe đôi_khi đối_tượng hàng tiềm_năng byd,{BRAND#Negative};
trạm sạc_phủ vin show room lợn sẻ all in,{BRAND#Negative};
giá lăn bánh củ vin chân_ái,{COST#Negative};
chờ giá chính_thức hy_vọng giá pin nằm tầm 600 tr hot đấy anh_em rat đau chtim,{COST#Positive};
hôm chạy thử ấn_tượng xe chân ga cảm_giác kiểm_soát xe tầm giá 600 tr tiếc hệ_thống trạm sạc,{PERFORMANCE#Positive};{BRAND#Negative};{COST#Positive};
xe byd nội_thất xấu dị_chả,{INTERIOR#Negative};
tự_nhiên xe byd chỗ_đứng châu_âu giá 700 tr ngon,{BRAND#Positive};{COST#Positive};
hàng ghế thèm vin mặt ghế vf67 ngắn,{INTERIOR#Positive};
dung_lượng pin công_suất momen tương_đương vf6 mà_range chạy 100 km vf6 chạy sát công_bố_liệu atto3 sai sai,{PERFORMANCE#Positive};
byd vượt_trội vinfast mặt công_nghệ lõi chi_phí_sản_xuất năng_lực thiết_kế thương_hiệu vf cạnh_tranh,{BRAND#Positive};{FEATURES#Positive};
đường_xá trạm sạc việt_nam 6 xx 7 xx xe xăng x force ráng cx5 điện vf6 lành_atto ngon mạng_lưới trạm sạc đại_lý mời xơi,{BRAND#Negative};
byd hãng tự_chủ khâu sản_xuất công_nghệ pin top tg byd chỗ đem đẹp việt_nam đem sản_xuất tồn_kho châu_âu trung_quốc đống,{FEATURES#Positive};{BRAND#Negative};
trung_quốc chẳng_qua rẻ chất_lượng màn_hình tầm so_sánh máy điện_thoại xiami huawei tv xấu,{INTERIOR#Negative};{COST#Positive};
so_sánh khập_khiễng byd xe_điện kinh_nghiệm nắm sáng_chế tự_chủ công_nghệ lõi sx pin khung gầm động_cơ quốc_gia thế_giới vinfast học_hỏi ủng_hộ hàng việt công_ăn_việc_làm việt đồng_tiền đem mẫu_quốc,{BRAND#Positive};
giá 611 tr v xe v đầu xe việt_nam giá trời đem xứ mỹ_quốc thuê rẻ ôi vf8_plus việt_nam tỏi_rưởi mễ thuê đô đợt khuyến_mãi đô đầu_ốc tỷ_phú việt_nam thuê giá sản_xuất kịp giao xe,{COST#Positive};
xe hỏng pin phần_mềm tầu bảo_hành,{BRAND#Negative};
ô đi hà_nội đà_nẵng điện cắm sạc cắm lỗ đít sạc thuê xe cứu_hộ trở,{BRAND#Negative};
màn_hình vô lăng_vô lăng_đẹp tổng_thể nội_thất sang_trọng xe ô_tô nội_thất đẹp lái_xe tiếp_xúc,{INTERIOR#Positive};
tao xe màu trắng cực đẹp,{EXTERIOR#Positive};
đẹp hiện_đại tội chạy điện_giá có_giá,{EXTERIOR#Positive};{PERFORMANCE#Negative};
