brand,model,version,year,segment,comment,label
byd,atto 3,,2024,suv,:)) ko phải ngẫu nhiên nó bán top của byd :D con này mà gắn logo V thì nó khác ngay :))),positive
byd,atto 3,,2024,suv,"Ngoại thất ok, nội thất cải lương, giá khá cao, không hạ tầng trạm sạc, hiện tại thấy chưa có cửa sáng ở VN. Nhưng mong sẽ có nhiều hãng xe điện hơn ở VN để ntd có nhiều sự lựa chọn",negative
mitsubishi,attrage,cvt,2024,sedan,"Con này ngồi sau êm ái hơn con vios, vios ù kinh. Ngồi sau vios dễ say xe hơn astra.",positive
hyundai,creta,n line,2025,suv,bản facelift mới này mà bán ko chạy là lại đổi mẫu mới ngay cho mà xem. Quanh năm ra mẫu mới. mà chẳng có cái gì nhận diện thương hiệu rõ ràng như Vin.,negative
nissan,almera,,2024,sedan,"Bản mới này nâng cấp đáng kể, nhìn thích hơn hẳn",positive
toyota,corolla cross,v,2024,suv,hài lòng,positive
huyndai,accent,,2024,sedan,Ông vua phân khúc B,positive
geely,coolray,flagship,2025,suv,cái gì mà có dính từ tq là chê. phản xạ tự nhiên thui :))),negative
skoda,kushaq,style,2025,suv,Nếu mua xe này .sau có sửa thị phụ tùng lấy đâu ra.phụ tùng xe châu âu thường là đăt đỏ,negative
mg,zs,hybrid,2025,suv,"bản mới này thấy ok mà. máy mạnh là thích r, chứ lái thử con xforce vs yaris cross rồi, máy yếu thật, tiếng máy nó kêu to khó chịu, ồn nữa, nhấn sâu ga cũng chả tăng tốc nhanh đc bao nhiêu",positive
mg,5,std,2024,sedan,"Mình đang đi Accent 2022, đã từng lái MG5 của th bạn đi cao tốc. Thấy đầm chắc hơn nhiều Accent. Còn Accent mới bây giờ thì chưa lái thử nên k biết",positive
huyndai,accent,,2024,sedan,Bản này ko thể nào đẹp bằng fom trước được,negative
skoda,slavia,style,2025,sedan,"Đang cho em này và em Almeral vào giỏ hàng, nhưng chưa có tiền mua",negative
mg,zs,luxury,2025,suv,Giá rẻ hơn Creta 50 triệu mà option hơn,positive
geely,coolray,flagship,2025,suv,"Thương hiệu Geely đang lên, tin cậy dần.",positive
kia,seltos,facelift,2024,suv,"thích form dáng này ghê, chỉ chê cái khung gầm Ấn Độ mềm xèo như Veloz thôi :(",neutral
huyndai,accent,,2024,sedan,Có thể phanh tay điện tử nữa thì perfect,positive
nissan,almera,,2024,sedan,Nội thất trung tâm đẹp nhìn rất gọn gàng cân đối,positive
toyota,corolla cross,v,2024,suv,"Tôi rất muốn mua nhưng bàn thờ táp lô làm nhô ra sau quá, thô, khi đưa chân vào luôn bị đụng đầu gối, cửa hàng ghế 2 độ mở ít khi ra vào khó khăn, cách âm thì không tốt lên ga nghe tiếng máy dội vào, do vậy mà tôi không chọn",negative
skoda,kushaq,style,2025,suv,"Xe này nhìn nó bị cụt đuôi, sao không cho thân dài ra 10-15cm nữa cho cân bằng nhỉ, cốp rộng",neutral
toyota,vios,g,2025,sedan,Thùng tôn di động,negative
toyota,vios,g,2024,sedan,"Tôi mới chạy đát con vios này với hơn 700km trải nghiệm, tôi thấy Vios hộp số CVT này chạy rất chán yếu, muốn vượt xe thấy rất đuối, ồn lắm. Xe ông thầy mới mua được 1 tháng..",negative
haval,jolian,,2025,suv,"hãng trung quốc thì quá khó, rẻ hơn 30-40% so với xe nhật hàn người dùng còn có lí do để băn khoăn chứ bằng giá thì chắc 1 năm bán được 10 xe",negative
skoda,kushaq,style,2025,suv,Có những xe được sản xuất đi trong những cũng đường đẹp và có xe sản xuất đi cung đường xấu.Không nên ép xe quá vậy sẽ rất hại xe và chiếc xe sẽ xuống chất lượng rất nhanh.,negative
skoda,kushaq,style,2025,suv,Mé ơi giá 700 hơn gặp ngay Kô 06 Lynk rồi.,negative
haval,jolian,,2025,suv,Bỏ qua vấn đề kì thì xuất xứ thì mẫu xe này hay tất cả mẫu xe tq khó mạnh ở việt nam ở chỗ rất ít showroom sửa chữa bảo dưỡng,negative
mg,5,std,2024,sedan,công nhận con new mg5 này màu đen nhìn nét thật,positive
huyndai,accent,,2024,sedan,"Xấu đẹp tùy mắt mỗi người, mua xe để mình chạy chứ ko phải mua để người khác vừa lòng",neutral
honda,city,1.5 rs,2025,sedan,"Tôi rất thất vọng về hệ thống dàn lạnh của honda city rs,, mong rằng hãng sẽ thay đổi ngay nếu muốn giữ khách hàng, và phát triển doanh số",negative
huyndai,accent,,2024,sedan,"nó chỉ đc cạnh tranh về giá thôi, còn ngang giá thì ...",positive
geely,coolray,flagship,2025,suv,Đúng xe tàu đẳng cấp thế thôi,positive
skoda,kushaq,style,2025,suv,"Xe lắp ráp Việt Nam, giá cạnh tranh.",positive
huyndai,accent,,2024,sedan,"Khó mà tạo sự đột phá như những năm trước đây vì bây giờ tầm giá khoảng quanh quẩn 600 triệu người dùng có vô vàng sự lựa chọn, đặc biệt là xu hướng chọn xe gầm cao, máy thoáng, trang bị tiện nghi đầy đủ. Đặc biệt là có phanh tay điện tử, cửa sổ trời toàn cảnh, công nghệ an toàn tiên tiến. Phải kể đến như các mẫu MG và các xe giá rẻ khác. Chất lượng xe Hàn thì đâu đó cũng ngang ngữa với xe TQ. Suy cho cùng thì tất cả linh kiện từ một nguồn mà ra.",neutral
byd,seal 5,dm-i,2025,sedan,"Giá hơi cao, loanh quanh 500 thì chấp nhận thương hiệu xe người lạ",negative
toyota,vios,,2025,sedan,"Có thêm phanh tay điện tử, còn lại thua honda city RS, còn xăng ít mà máy yếu thì cũng vậy. Đặc biệt Honda City L/RS có lẫy chuyển số vô lăng, giúp con máy vừa manh, lại thêm bốc khi vượt or đèo dốc, theo clip thì em này ko có lẫy chuyển số.",negative
geely,coolray,flagship,2025,suv,Thiết kế lazang độc đáo.,positive
byd,atto 3,,2024,suv,Đẹp hiện đại mỗi tội chạy điện giá như lm j có giá như,neutral
geely,coolray,flagship,2025,suv,Option kết nối Bluetooth ổn định.,positive
vinfast,vf 6,eco,2025,suv,"Kiểu dáng đã xấu ,chất lượng thì tồi .nếu không cải thiện sẽ khó có khách hàng chấp nhận .",negative
omoda,c5,,2024,suv,"Xe đẹp phết a, động cơ cũng khỏe. Mà bảo hành 10 năm thì đúng là ko còn gì để nói",positive
toyota,vios,,2025,sedan,Mẫu xe City đẹp hơn mẫu Vios rất nhiều,negative
geely,coolray,flagship,2025,suv,"Đèn LED sáng tốt, chiếu xa, nhưng pha cos hơi yếu.",neutral
haval,jolian,,2025,suv,Chiều dài cơ sở 2815mm thật à. ngang Santa Fe luôn,positive
toyota,vios,,2025,sedan,Hybrid vios dành cho nguoi lao dong kinh doanh nhe.,neutral
skoda,kushaq,style,2025,suv,"Không có gì nổi bật, xe cỡ A 500 đổ lại thì may ra bán đc. Mở bán cả năm rồi mà ko thấy con nào chạy trên đường, chắc ko bán đc xe nào rồi hay sao ấy",negative
skoda,kushaq,style,2025,suv,"Động cơ 1.0 turbo bốc, tiết kiệm xăng, nhưng độ trễ ga rõ.",neutral
byd,atto 3,,2024,suv,Điểm yếu chí mạng nó cũng nằm ở pin liền khối nhưng ko ai nói.đó là thay pin khi hỏng,negative
skoda,slavia,style,2025,sedan,xe nhìn cứng cáp vãi. Có tiền mình sẽ mua,positive
kia,seltos,,2024,suv,"Nhìn đẹp, hiện đại mang tính tương lai, hài hòa tổng thể nhưng chiến lược kinh doanh phải là giá bán hợp lý, đúng như Xpander đánh bại Innova, CX5 đánh bại Tucson và phân khúc liền kề. Một khi bán chạy sẽ nuôi cả hệ thống nhà Masda",positive
honda,city,1.5 rs,2025,sedan,Đáng xuống tiền hơn mg5,positive
mg,5,std,2024,sedan,Loại xe 0sao mất an toàn,negative
mitsubishi,xforce,ultimate,2024,suv,Đợt VF9 đâm trên cao tốc nhìu ông vào chê có công nghệ tự phanh mà vẫn đâm. Nay coi clip này mới thấy chạy 70 là chỉ có tự mình bảo vệ mình thôi,negative
vinfast,vf 6,eco,2025,suv,Mình cũng đã từng rất thích chiếc xe này. Nhưng để phục vụ cả gia đình và thỉnh thoảng đi chơi xa thì ko nên chọn VF6.,neutral
skoda,kushaq,style,2025,suv,xin tí phanh sau đĩa dc ko. dài bằng seltos vậy là rộng thêm tí cốp sau. chỉ cần vậy là đỉnh chóp. chạy xe khung gầm chắc nó phê lắm á.,positive
nissan,almera,,2024,sedan,Đang dùng bản cũ mà thấy bản này chắc đổi luôn cho nóng,positive
geely,coolray,flagship,2025,suv,"Đã biết xe này từ khi chưa nhập sang VN, và đánh giá con xe này khá là ok",positive
skoda,kushaq,style,2025,suv,Mấy em khác trong phân khúc thở oxy là cái chắc. Skoda này xe châu Âu nhưng giá lại châu Á như này thì đúng là ngon.,positive
byd,atto 3,,2024,suv,Hay byd sử dụng thao tác trên điên thoại android lên màn hình byd quá tiện lợi trực tiếp không phải nhớ nút vật lý,positive
vinfast,vf 6,,2024,suv,Mua VF6 về độ lại ngả lưng ghế hàng 2 + nâng đệm ghế ngồi hàng 2 là ngon lành,negative
geely,coolray,flagship,2025,suv,Giá khuyến mãi hấp dẫn.,positive
huyndai,accent,,2024,sedan,Đầu giống stargazer đuôi thì giống elantra,neutral
toyota,corolla cross,v,2024,suv,"Mình cao 1m72 nặng 78kg ngồi lái chiếc cross này cảm giác hơi chật , chắc do mới chạy chưa quen",negative
hyundai,creta,n line,2025,suv,N-line mà ko có turbo -> vứt,negative
mg,zs,luxury,2024,suv,Nếu nói về đua thì ko lại nhưng phù hợp túi tiền và thong thả,neutral
skoda,slavia,style,2025,sedan,Mới có giá chính thức. Công nhận xe bây giờ options nhiều mà giá tốt quá.,positive
toyota,vios,,2025,sedan,"đẹp, chờ ra là mua",positive
toyota,corolla cross,v,2024,suv,"Mình chạy Cross dc hơn 1 năm, mượt mà, êm ái, ít khi chở ai nên không gian ko phải là vấn đề. Nó là chiếc xe tử tế bậc nhất nhà Toy, chọn e nó để lấy sự an tâm. Chưa chạy Tuc bao giờ nên ko dám nhận xét.",positive
skoda,slavia,ambiton,2025,sedan,"nhìn khung của xe đã đủ xuống tiền rồi, chưa kể bên trong còn hơn hẳn nhà Daihatsu",positive
kia,seltos,facelift,2024,suv,Bớt ngáo giá thì sẽ bán được :))) Bản Luxury cắt tùm lum nhưng ngang giá bản cao cấp vài bên khác.,negative
skoda,kushaq,style,2025,suv,Mình đi thử máy gầm như máy ngiền ngô ai mà ngồi trong bị người khác đóng cửa thì dậy mình,negative
byd,atto 2,,2025,suv,"Mà phải công nhận, BYD ATTO 2 nội thất đẹp nha, tính hoàn thiện cũng cao hơn so với Vinfast. BYD họ mà đầu tư trạm sạc ở Việt Nam, thì doanh số bán xe cũng được lắm đó chứ.",positive
vinfast,vf 6,eco,2025,suv,bạn đi độ cái cái tay lắm cánh cửa xe bên để kéo xe điện,negative
toyota,vios,,2025,sedan,Ng dân vn chủ yếu mẩu mã..chứ k biết nhìn xa trông rộng dc,negative
mg,zs,luxury,2024,suv,Con standas còn rẻ hơn cả Vios bản full mà đi thì quá chất lượng.,positive
toyota,yaris cross,máy xăng,2024,suv,"Đúng là chiếc xe tuyệt vời trong phân khúc. Giá cả hợp lý, xe gầm cao, tiết kiệm nhiên liệu, rộng rãi, nội thất cao cấp nhiều tính năng an toàn, chi phí bảo dưỡng thấp và thương hiệu uy tín",positive
mazda,cx-3,1.5 luxury,2025,suv,Vai hai ông ngồi trước sắp cạ vào ngau kìa chứ thoải mái gì,negative
vinfast,vf 6,,2024,suv,Với mình sẽ chọn vf6,positive
skoda,kushaq,style,2025,suv,"trước khi ra mắt có nhiều bác bảo tầm 700 thì mua 2 con giờ ko biết có mua ko, giá còn dưới 600 quá ngon so với 1 con xe chất lượng châu Âu. Adas có từ bản base",positive
vinfast,vf 6,plus,2025,suv,"cái mũi xe cứ tù tù ấy,nếu xe điện đẹp nhìn sang mũi con byd seal ấy",negative
huyndai,accent,,2024,sedan,"Đầu thì miễn chê, nhưng phần đèn sau nếu làm mềm mại hơn 1 tí thì theo cá nhân mình thấy đẹp hơn. N cũng góc cạnh đấy nhưng nhìn thô, k thể đẹp bằng elantra thì làm mềm mại hơn 1 chút cũng đc mà",positive
vinfast,vf 6,,2024,suv,"Bác có thấy hàng 2 e này ngồi rất khó chịu ko nhỉ, ngồi kém mấy con Vios, City nhiều. Mà hàng 2 rộng, thoải mái là tiêu chí rất quan trọng để phục vụ gia đình.",negative
haval,jolian,,2025,suv,"chốt luôn haval, ko thấy phân vân chỗ nào",positive
byd,sealion 6,,2025,suv,Xe này tăng lên 200km thuần điện là đẹp,neutral
vinfast,vf 6,plus,2025,suv,Mấy chỗ mối hàn làm như mấy ông hàn xe công nông,negative
nissan,kicks,e-powers,2025,suv,"Thiết kế Ngoại thất và nội thất này, phải nói là đẹp ạ! Ví dụ con này mà về Việt Nam, và Nissan cải thiện được hệ thống phân phối & Showroom nữa, thì cũng gọi là hết nước chấm luôn đấy!",positive
hyundai,creta,n line,2025,suv,Khen quá tưởng đâu con xe 2 tỉ nhưng bán rẻ giá 700tr thì quá hời. Hơi lố. Thật ra không quá nổi bật.,positive
skoda,kushaq,style,2025,suv,"Đèn LED full, sáng tốt ban đêm.",positive
mg,zs,luxury,2024,suv,Thêm 100tr lấy hrv bảnG cho 5 chỗ và brv G cho 7 chỗ ok hơn anh nhé,negative
geely,coolray,flagship,2025,suv,"Tiết kiệm xăng hơn mong đợi, đi đường hỗn hợp chỉ 6-7l/100km.",positive
huyndai,accent,,2024,sedan,thiết kế xe này chắc chia ra 2 phe. Còn mình thì nhìn ok mà. Phù hợp cho người trẻ tuổi.,positive
toyota,vios,g,2024,sedan,bản màu đỏ này nhìn cũng thể thao hợp mắt phết,positive
mg,zs,luxury,2025,suv,"Xe Tàu nhưng chất lượng ổn, chạy 2 năm chưa lỗi",positive
vinfast,vf 6,,2024,suv,xe đẹp quá,positive
skoda,kushaq,style,2025,suv,Cái màn hình nhấp nháy quá nhỉ,negative
nissan,almera,,2025,sedan,Chiếc xe rất thích nhưng không thể mua vì đại lí quá xa nhà,positive
geely,coolray,flagship,2025,suv,"mới chay xong, thang 11 dc nhiu gói khuyen mai cung ngon lành lắm.chắc phải xuống tiền thôi",positive
skoda,kushaq,style,2025,suv,Hạng B ntn nhiều ông nó chê xấu nhg bù lại con xe quá chất lượng cốt lõi. Hơn nữa nhìn lâu k bị lỗi thời. Chê xe lắp Ấn Độ nhg phân khúc này làm gì có con nào hơn con này,positive
nissan,almera,,2024,sedan,"Nissan vẫn loay hoay không có mẫu xe chiến lược ở VN để kéo doanh số, Almera ngon nhưng sedan B đã qua thời đỉnh cao. hiện giờ cần mẫu MPV 7 chỗ giá rẻ, SUV A thì Nissan không có.",negative
mazda,cx-3,1.5 at,2025,suv,"thích 1 cái xe nhỏ tại sao ko chạy sedan? con CX3 này gầm cũng chả cao hơn được bao nhiêu, vẫn là khung gầm liền, chẳng có tác dụng gì
khác mỗi cái ngoại hình",negative
toyota,vios,,2025,sedan,"Vios và các dòng xe của Toy,được đầu tư rất kỹ vào những bộ phận nhanh hỏng nhất,nên option mẫu mã độ dày về thân vỏ ko bằng các xe khác",negative
nissan,almera,,2025,sedan,Nọ nghe đâu thay đèn con này cỡ 10% giá xe,negative
honda,city,1.5 rs,2024,sedan,đi lùi cẩn thận sụt gầm,negative
byd,sealion 6,,2025,suv,"Xe có 2 đỉnh : vừa trang bị đỉnh, pin hoạt động đỉnh",positive
byd,atto 3,,2024,suv,"Atto 3 đi đầm chắc, êm ái, không gian rộng rãi, thật tuyệt vời .",positive
geely,coolray,flagship,2025,suv,"3000km, điểm ko hài lòng duy nhất là bình xăng hơi nhỏ (45l), đi 400km đã phải đổ rồi",negative
toyota,corolla cross,v,2024,suv,"Corola cross không cần thay đổi gì cả, chỉ cần giảm giá là được cứ giảm 100 triệu là vua doanh số.",negative
toyota,corolla cross,v,2024,suv,cái cần số ta nói nó xấu ko từ j diễn tả,positive
mazda,cx-3,1.5 at,2025,suv,500tr thì múc con này luôn tội gì mua VF5 nhỉ,positive
mg,5,std,2024,sedan,Ngày xưa các cụ ta mua xe máy tàu cũng chạy phà phà. Chưa đủ tiền nhưng cũng thích rồi đấy,positive
mg,zs,luxury,2025,suv,"Bảo dưỡng 10.000km/lần, giá chỉ 2,5 triệu",positive
toyota,yaris cross,máy xăng,2024,suv,"Vẫn Là chọn YARIS , vừa thương hiệu, vừa chi phí bảo dưỡng gần như chỉ bằng 1/4 . Hình thức cũng hài hóa hơn.",positive
huyndai,accent,,2024,sedan,con xe accent mơi này ăn đứt con vios cả về động cơ với nội thất và công nghệ ngiều hơn vios,positive
kia,seltos,,2024,suv,"Nhìn mãi mà không thấy cái quan trọng đó là đèn sương mù để chạy xe mùa đông đâu ,",negative
honda,city,1.5 rs,2025,sedan,"giá thì cao! mẫu mã thì nhạt nhoà , chưa kể ồn, tôn mỏng , rỉ sét 2 bên hông",negative
mg,5,luxury,2025,sedan,quá vượt trội trong tầm giá.,positive
skoda,slavia,style,2025,sedan,Xe quá hay quá đẹp quá ngon,positive
skoda,slavia,active,2025,sedan,Vãi thật khoảng sáng gầm 179 thì = cuv rồi. Chả bù civic của m,positive
byd,sealion 6,,2025,suv,"Mình lấy xe dc 1,5 tháng 
Đi trong phố là chính , có đi Vũng Tàu và Bến Tre
Xăng đầy bình và sạc điện 2 lần
Hiện tại chưa cần đổ lần 2, số km đã đ được 1048 km, dự tính còn chạy dc thêm 206 km nữa
 
Phải nói là mình khá ấn tượng về em SL6 này",positive
skoda,kushaq,style,2025,suv,"Giá nó còn quá cao so vs thu nhập ng Việt, hy vọng tương lại hãng giảm xún 550 cho bản thấp là đẹp.",negative
hyundai,creta,n line,2025,suv,Không mê CVT cho lắm,negative
byd,atto 2,,2025,suv,Thằng này mua xe chỉ nhìn vào mấy cái nút bấm màn hình chứ khung gầm treo những thứ khác ko quan tâm đến treo của BYD có mấy que sắt,negative
mg,zs,hybrid,2025,suv,Mình nghĩ là khó qua ải Kia Sonet lắm,negative
mazda,cx-3,1.5 at,2025,suv,Xe này chật chội lắm bác ơi .,negative
mazda,cx-3,1.5 at,2025,suv,"Mua xe gia đình thì chỉ 2vc 2 con nhỏ thì cạ vào đâu mà nhiều ông soi vl
Thi thoảng mới chở 5 người lớn, chứ ai mang xe dongf này đi lm dịch vụ 
Quan trọng xe đẹp bền giá ok minh thik là dc",positive
toyota,yaris cross,máy xăng,2024,suv,"Khung gầm DNGA bán với giá TNGA vẫn khen, đúng người Việt dễ bị bọn nhật nó gạt từ 2 bánh đến 4 bánh, cha này từ vios đi lên chả khen",negative
mg,5,std,2024,sedan,"Con này độ hoàn thiện như con xe đồ chơi, nhìn chớn lắm",negative
toyota,yaris cross,máy xăng,2024,suv,"Tôi vừa có 1 hành trình về quê ăn Tết và quay trở lại thành phố cùng với chiếc Yaris Cross với tổng quãng đường là 1600km, đi qua nhiều loại đường từ đường làng, quốc lộ đến cao tốc. Thực sự hài lòng về chiếc xe. Xe chạy êm ái, tiết kiệm nhiên liệu.",positive
skoda,slavia,active,2025,sedan,Đẹp mà thay thế accent,positive
mg,zs,std,2024,suv,Đi 3 năm được 35k chỉ tốn tiền thay cái acqui,positive
haval,jolian,,2025,suv,"Xe này có vẻ rất xóc, ko biết thay hệ thống treo khác có ok hơn k",negative
mg,zs,hybrid,2025,suv,600 múc đẹp,negative
skoda,kushaq,style,2025,suv,"Nói thật lại ế thôi. Giá ngang zs hoặc mg5 thì còn có cửa sống. Còn PR thế PR nữa nói hay thế hay hơn nữa cũng thế thôi. Cứ ngang giá Zs hoặc rẻ hơn được là nó tự nó sẽ hay, tự nó lái thích. Bây giờ còn phải so sánh thì còn lâu mới bán đc nhé.",negative
skoda,slavia,style,2025,sedan,Máy 1.0 của nó thế nào so với Nissan Almera ạ? Thấy thông số lý thuyết vượt trội hơn hẳn..!,positive
mg,zs,luxury,2024,suv,"Khi đi mua xe, mình xác định chỉ mua I10 vì m chỉ có nấy tiền. Nhưng khi m tham khảo sang Zs thì m quất luôn vì chỉ hơn có 20tr ( thực sự là hài lòng với lựa chọn)",positive
skoda,slavia,ambiton,2025,sedan,"Theo tôi đây mới là phiên bản đáng mua nhất so với bản full. Bản full theo tôi là làm option ko tới. Nếu đc chọn tôi sẽ chọn bản này vì:
 1. Ghế chỉnh cơ nhanh hơn, ít hư hỏng hơn so với điện. Nếu đã chỉnh điện thì nên thêm nhớ ghế. Giả sử nhà có 2vc thường xuyên đưa đón con thì thực sự rất khó chịu.
 2. Cửa sổ trời ko hợp với khí hậu VN, chưa kể thêm tiền dán phim, bảo dưỡng kính…
 3. Hệ thống Adas chưa phù hợp với hệ thống giao thông VN, nếu làm thì full như Honda City, chứ cho thêm vào để thấy có nhiều option nhưng sử dụng thì ko đáng.
 Còn lại thì quá xứng đáng với 1 chiếc xe châu Âu mang lại cảm giác chắc chắn, tự tin khi vận hành.",positive
geely,coolray,flagship,2025,suv,"Con này có 2 điểm chê là : 1 là ko có điều hòa phía sau , 2 là cái ngoại thất mẫu cũ",negative
skoda,kushaq,style,2025,suv,"Tôi làm nghề xe và vận tải đã 40 năm giờ đã chuẩn bị nghĩ hưu. Tôi đã sử dụng rất nhiều xe từ thời liên xô rồi sau này nhật hàn châu âu thì tôi thấy xe châu âu là tệ hại nhất. Tôi chạy từ Fiat, BMW rồi xe máy piagio.. Trời đất ơi chạy khoảng 4, 5 năm hoặc 100 ngàn cây số là thành con nghiện trong nhà. Phụ tùng đắt, hiếm, nó hư triền miên bán thì giá sắt vụn. Vn cứ nhật hàn mà chơi xe châu âu.. Xe mới cho thì lấy mua thì đừng chỉ rước nổi buồn vô nhà. Có xe mà đi xa là không dám chỉ sợ nằm đường nhất là BMW.. Hãy tránh thật xa",negative
honda,city,1.5 rs,2025,sedan,"City thì 2 bệnh cố hữu lên tới đời mới nhất này vẫn bị. 1 là máy lạnh yếu, 2 là ồn. Đi xa mà lại còn tầm trưa nắng thì ối zồi ôi luôn. Bù city lại chạy sướng nhất phân khúc, đánh lái cực kỳ chính xác, ôm cua đi đèo bám đường. Nhiều ông khen con vios chạy êm, đó là do phuộc nó mềm, chạy phố thì êm chứ đi cao tốc đi cua nó lắc cho ói ỉa luôn ấy chứ. Nói chung city và vios ưu điểm con này là nhược điểm con kia và ngược lại, tuỳ khẩu vị mỗi người. T từng có cả 2 con này rồi nên cứ tin lời khuyên của t là đừng lăn tăn quá, thik con nào cứ quất con đó đi, kiểu nào trong vài năm cũng bán mua xe cao cấp hơn thôi",positive
vinfast,vf 6,eco,2025,suv,Con này thiết kế đâu có đẹp ta?,negative
toyota,corolla cross,v,2024,suv,Hàng 2 chật nhỉ. Chật hơn xforce ko ta.,negative
vinfast,vf 6,plus,2025,suv,"Mình lái thử qua nhiều con xe dưới 1T rồi chốt VF6, đến giờ vẫn hài lòng, lên cao tốc ADAS hoạt động mượt mà, mình chỉ việc nhịp nhịp theo nhạc.",positive
honda,hr-v,l,2025,suv,Con này ngoài đời có 1 khúc ah..trong e nó nhỏ xíu,negative
kia,seltos,facelift,2024,suv,Giá xe hơi cao,negative
byd,atto 3,,2024,suv,Quan trọng dân ta nó bảo hàng tàu.nó chỉ xem thôi chứ nó ko mua đâu,negative
skoda,kushaq,style,2025,suv,Ko hiểu sao lúc đầu mê em Hrg G ghê gớm. Cho đến khi em này ra mắt thì cảm xúc trái ngươcj hoàn toàn. Có ai mê e này như tui ko,positive
mg,5,luxury,2025,sedan,nhái mec nhìn chán đời thật,negative
mitsubishi,attrage,cvt,2025,sedan,"Mình mua bản CVT Premium, option đủ dùng, không cần thêm gì",positive
vinfast,vf 6,plus,2025,suv,Vf6 theo mình cần tinh chỉnh lại yên ngựa như vf7 hàng ghế sau và chắn bùn sau là OK,negative
mg,5,luxury,2025,sedan,"nội thất đẹp đấy chứ, thiết kế như xe tiền tỉ nhỉ, về VN lăn bánh hơn 500 thì cũng khối người mua",positive
honda,city,1.5 rs,2025,sedan,Sedan hạng B thì city là nhất rồi,positive
mitsubishi,attrage,cvt,2025,sedan,"Chạy phố tiết kiệm, 5 lít/100km là có thật",positive
mazda,cx-3,1.5 at,2025,suv,okie cửa sổ trời toàn nỉ =)),negative
skoda,kushaq,style,2025,suv,Sao ko lắp ráp karoq nhỉ. Con này máy 1.0 và 3 xilanh thì hơi yếu,negative
vinfast,vf 6,plus,2025,suv,"Ngoài tiết kiệm , lái vui vẻ. Còn k ra gì, hợp dân xe ôm kt",positive
skoda,kushaq,style,2025,suv,"Xe từ cộng hòa Séc đó,mua đi,yên tâm hoàn toàn nhá, thuộc nồi đồng cối đá,hiện đại và chất lượng.",positive
geely,coolray,flagship,2025,suv,"Mới lụm tháng trước xong, Đến hiện tại khá hài lòng sau hơn 1000km.",positive
mg,zs,luxury,2025,suv,"Màu trắng ngọc trai, rửa xe xong như mới",positive
huyndai,accent,,2024,sedan,Đèn pha giống kia Carens,neutral
vinfast,vf 6,,2024,suv,Ngồi vf6 mà khen cái nội thất với không gian tui cũng ạ ông. Ghế thì bệt như ngồi xổm. Xung quang không có nút gì toàn nhựa.,negative
vinfast,vf 6,plus,2025,suv,Thấy thích xe điện rồi đó.,positive
toyota,yaris cross,máy xăng,2024,suv,"Đèn phía sau quá xấu, nhìn k mạnh mẽ như đầu xe. Xe nhìn bên ngoài bé. Nhìn XForce lực hơn",negative
mg,zs,luxury,2024,suv,Xe tầu hay hỏng,negative
byd,atto 3,,2024,suv,"Atto3 đi đầm chắc, êm ái, không gian rộng rãi, thật tuyệt vời .",positive
geely,coolray,flagship,2025,suv,Nội thất chống bụi.,positive
nissan,almera,,2025,sedan,"Con này hay, máy 1,2 nhưng 3 máy thay vì 4 nên tọt đầu cũng rất tốt, cũng 3 máy như Attrage nhưng máy êm hơn rất nhiều.
 Còn nissan thì câu chuyện là hệ thống đại lý kém.
 Ngoài ra phụ tùng giá cao, một số chi tiết tháo lắp cũng loằng ngoằng hơn các hãng khác, nên cùng sửa 1 món nhưng mấy con nissan công thợ cao hơn",neutral
mg,zs,luxury,2025,suv,"Gầm cao 180mm, qua ổ gà nhẹ nhàng",positive
vinfast,vf 6,eco,2025,suv,"150km là hết pin, lại phải nhờ xe xăng kéo đi sạc.",negative
geely,coolray,flagship,2025,suv,Thương hiệu tốt.,positive
vinfast,vf 6,eco,2025,suv,"nói thật , chất lượng tệ .",negative
byd,atto 3,,2024,suv,Nhìn hàng ghế 2 mà thèm thực sự. Ko hiểu sao Vin là cái mặt ghế của vf67 nó ngắn tới như vậy,positive
geely,coolray,flagship,2025,suv,Turbo mạnh từ thấp.,positive
byd,seal 5,dm-i,2025,sedan,"giá này thì rẻ gì, nội thất thì cơ bản ko thể cơ bản hơn, nói chung là ế thôi, xe này công nghệ tốt nhưng định giá không phù hợp với thị trường Việt Nam.",negative
vinfast,vf 6,eco,2025,suv,Xe Việt mà mắc như quỷ,negative
mg,zs,luxury,2025,suv,"Giá lăn bánh 650 triệu, option hơn hẳn HRV bản G",positive
mazda,cx-3,1.5 deluxe,2025,suv,"Lăn bánh cở 600 thì như vậy là đẹp,vừa túi tiền,2 vợ chồng và 1 con rất ổn!",positive
toyota,corolla cross,v,2024,suv,Độ hoàn thiện và chất lượng vật liệu của Cx5 thua Corolla cross.,positive
toyota,vios,,2025,sedan,Về độ bền hộp số thì vios nó bền gần gấp đôi city nhé! Đây là ý kiến của nhiều Gara uy tín chia sẻ lại! 20 vạn thì dây đai và côn của cty rệu rạo như cụ ông 70 rồi,positive
vinfast,vf 6,plus,2025,suv,Sao rẻ thế,positive
mg,5,luxury,2025,sedan,tôi thích con mg5 này. Động cơ turbo,positive
skoda,kushaq,style,2025,suv,Xe TQ à tipca,negative
